XGPigShotMode                      entry@0x704378  [CODE:0x70433c | 0x10 | CODE:0x4f5420 | CODE:0x704374 | CODE:0x704324 | 0x10]
XGPigShotMode_Inactive             entry@0x704388  [CODE:0x704324 | 0x10 | CODE:0x4f54a0 | CODE:0x704374 | CODE:0x704310 | 0x10]
XGPigShotMode_Land                 entry@0x7043a8  [CODE:0x7042fc | 0x18 | CODE:0x4f55a0 | CODE:0x8c7014 | CODE:0x502400 | 0x0]
XGPigShotMode_Shot                 entry@0x704398  [CODE:0x704310 | 0x10 | CODE:0x4f5520 | CODE:0x704374 | CODE:0x7042fc | 0x18]
XGPigSplatMode                     entry@0x7045e0  [CODE:0x7045a0 | 0x10 | CODE:0x4f62c0 | CODE:0x7045dc | CODE:0x704588 | 0x10]
XGPigSplatMode_Fall                entry@0x704610  [CODE:0x704560 | 0x10 | CODE:0x4f6440 | CODE:0x7045dc | CODE:0x70454c | 0x10]
XGPigSplatMode_Hit                 entry@0x704600  [CODE:0x704574 | 0x10 | CODE:0x4f63c0 | CODE:0x7045dc | CODE:0x704560 | 0x10]
XGPigSplatMode_Inactive            entry@0x7045f0  [CODE:0x704588 | 0x10 | CODE:0x4f6340 | CODE:0x7045dc | CODE:0x704574 | 0x10]
XGPigSplatMode_Land                entry@0x704620  [CODE:0x70454c | 0x10 | CODE:0x4f64c0 | 0x0 | CODE:0x8c7210 | CODE:0x4f5ee0]
XGPigStairClimbMode_Inactive       entry@0x704868  [CODE:0x704814 | 0x10 | CODE:0x4f7590 | CODE:0x8c7418 | CODE:0x4f6610 | CODE:0x4f6710]
XGPigStrafeMode                    entry@0x7049bc  [CODE:0x70497c | 0x10 | CODE:0x4f7aa0 | CODE:0x7049b8 | CODE:0x704960 | 0x10]
XGPigStrafeMode_Active             entry@0x7049dc  [CODE:0x704948 | 0x10 | CODE:0x4f7ba0 | CODE:0x7049d8 | CODE:0x704930 | 0x10]
XGPigStrafeMode_Idle               entry@0x7049ec  [CODE:0x704930 | 0x10 | CODE:0x4f7c20 | CODE:0x7049d8 | CODE:0x704918 | 0x14]
XGPigStrafeMode_Inactive           entry@0x7049cc  [CODE:0x704960 | 0x10 | CODE:0x4f7b20 | CODE:0x7049b8 | CODE:0x704948 | 0x10]
XGPigStrafeMode_Move               entry@0x7049fc  [CODE:0x704918 | 0x14 | CODE:0x4f7ca0 | 0x3dcccccd | 0x3e19999a | CODE:0x8c74cc]
XGPigTaserMode                     entry@0x704cf8  [CODE:0x704cb8 | 0x10 | CODE:0x4f85d0 | CODE:0x704cf4 | CODE:0x704ca0 | 0x10]
XGPigTaserMode_Active              entry@0x704d18  [CODE:0x704c88 | 0x10 | CODE:0x4f8a20 | CODE:0x704cf4 | CODE:0x704c70 | 0x10]
XGPigTaserMode_Charge              entry@0x704d28  [CODE:0x704c70 | 0x10 | CODE:0x4f8aa0 | CODE:0x704cf4 | CODE:0x704c50 | 0x10]
XGPigTaserMode_Fire                entry@0x704d58  [CODE:0x704c1c | 0x20 | CODE:0x4f8c20 | CODE:0x704d54 | CODE:0x704c00 | 0x20]
XGPigTaserMode_Fire_Upper          entry@0x704d68  [CODE:0x704c00 | 0x20 | CODE:0x4f8ca0 | 0x0 | CODE:0x8c76dc | CODE:0x4f8580]
XGPigTaserMode_Inactive            entry@0x704d08  [CODE:0x704ca0 | 0x10 | CODE:0x4f89a0 | CODE:0x704cf4 | CODE:0x704c88 | 0x10]
XGPigTaserMode_PowerCore_Attach    entry@0x704d38  [CODE:0x704c50 | 0x10 | CODE:0x4f8b20 | CODE:0x704cf4 | CODE:0x704c30 | 0x10]
XGPigTaserMode_PowerCore_Hold      entry@0x704d48  [CODE:0x704c30 | 0x10 | CODE:0x4f8ba0 | CODE:0x704cf4 | CODE:0x704c1c | 0x20]
XGPigUpperGlueMode_Active          entry@0x701a8c  [CODE:0x701910 | 0x10 | CODE:0x4e4bc0 | CODE:0x8c51e4 | CODE:0x4e4270 | CODE:0x4e4280]
XGPigWTMode                        entry@0x7050ec  [CODE:0x7050ac | 0x10 | CODE:0x4fa1d0 | CODE:0x7050e8 | CODE:0x705094 | 0x10]
XGPigWTMode_Active                 entry@0x70510c  [CODE:0x705080 | 0x10 | CODE:0x4fa2d0 | CODE:0x7050e8 | CODE:0x705064 | 0x14]
XGPigWTMode_InConversation         entry@0x70511c  [CODE:0x705064 | 0x14 | CODE:0x4fa350 | CODE:0x8c79f0 | CODE:0x4f9f10 | CODE:0x502130]
XGPigWTMode_Inactive               entry@0x7050fc  [CODE:0x705094 | 0x10 | CODE:0x4fa250 | CODE:0x7050e8 | CODE:0x705080 | 0x10]
XGPigWeaponMode                    entry@0x70534c  [CODE:0x70530c | 0x10 | CODE:0x4fa820 | CODE:0x705348 | CODE:0x7052f0 | 0x10]
XGPigWeaponMode_Active             entry@0x70536c  [CODE:0x7052d8 | 0x10 | CODE:0x4fa920 | CODE:0x705348 | CODE:0x7052bc | 0x10]
XGPigWeaponMode_Changing           entry@0x70537c  [CODE:0x7052bc | 0x10 | CODE:0x4fa9a0 | CODE:0x8c7bec | CODE:0x4fa5f0 | CODE:0x4e8060]
XGPigWeaponMode_Inactive           entry@0x70535c  [CODE:0x7052f0 | 0x10 | CODE:0x4fa8a0 | CODE:0x705348 | CODE:0x7052d8 | 0x10]
XGPigWheelMode                     entry@0x7055c0  [CODE:0x705580 | 0x10 | CODE:0x4fafd0 | CODE:0x7055bc | CODE:0x705568 | 0x10]
XGPigWheelMode_Dash                entry@0x705610  [CODE:0x705514 | 0x10 | CODE:0x4fb250 | 0x0 | CODE:0x8c7d9c | CODE:0x4fabc0]
XGPigWheelMode_Idle                entry@0x7055e0  [CODE:0x705554 | 0x10 | CODE:0x4fb0d0 | CODE:0x7055bc | CODE:0x705540 | 0x10]
XGPigWheelMode_Inactive            entry@0x7055d0  [CODE:0x705568 | 0x10 | CODE:0x4fb050 | CODE:0x7055bc | CODE:0x705554 | 0x10]
XGPigWheelMode_Move                entry@0x7055f0  [CODE:0x705540 | 0x10 | CODE:0x4fb150 | CODE:0x7055ec | CODE:0x705528 | 0x10]
XGPigWheelMode_Sprint              entry@0x705600  [CODE:0x705528 | 0x10 | CODE:0x4fb1d0 | CODE:0x7055ec | CODE:0x705514 | 0x10]
